Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_Type,Match_ID,Bowler,Player_ID
0,0,0,0,0.00,0.00,0.00,India,Rajkot,01/11/13,ODI ,3318,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Kochi,01/15/13,ODI ,3320,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Ranchi,01/19/13,ODI ,3322,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Mohali,01/23/13,ODI ,3327,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Dharamsala,01/27/13,ODI ,3329,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Hamilton,02/17/13,ODI ,3335,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Napier,02/20/13,ODI ,3336,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Auckland,02/23/13,ODI ,3338,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Lord's,05/31/13,ODI ,3360,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Southampton,06/02/13,ODI ,3361,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Nottingham,06/05/13,ODI ,3362,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Birmingham,06/08/13,ODI ,3365,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,The Oval,06/13/13,ODI ,3370,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Cardiff,06/16/13,ODI ,3373,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,The Oval,06/19/13,ODI ,3375,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Birmingham,06/23/13,ODI ,3377,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),09/03/13,ODI ,3409,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Manchester,09/08/13,ODI ,3412,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Birmingham,09/11/13,ODI ,3414,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Cardiff,09/14/13,ODI ,3415,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Southampton,09/16/13,ODI ,3416,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Melbourne,01/12/14,ODI ,3454,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Brisbane,01/17/14,ODI ,3455,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Sydney,01/19/14,ODI ,3457,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Perth,01/24/14,ODI ,3461,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Adelaide,01/26/14,ODI ,3463,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,North Sound,03/05/14,ODI ,3484,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Scotland,Aberdeen,05/09/14,ODI ,3491,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,The Oval,05/22/14,ODI ,3492,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Chester0le0Street,05/25/14,ODI ,3493,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Manchester,05/28/14,ODI ,3494,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Lord's,05/31/14,ODI ,3495,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Birmingham,06/03/14,ODI ,3496,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Cardiff,08/27/14,ODI ,3517,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Nottingham,08/30/14,ODI ,3520,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Birmingham,09/02/14,ODI ,3523,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Leeds,09/05/14,ODI ,3525,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (RPS),11/26/14,ODI ,3554,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (RPS),11/29/14,ODI ,3557,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Hambantota,12/03/14,ODI ,3561,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (RPS),12/07/14,ODI ,3563,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Pallekele,12/10/14,ODI ,3565,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Pallekele,12/13/14,ODI ,3567,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (RPS),12/16/14,ODI ,3569,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Sydney,01/16/15,ODI ,3578,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Brisbane,01/20/15,ODI ,3586,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Hobart,01/23/15,ODI ,3589,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Perth,01/30/15,ODI ,3595,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Perth,02/01/15,ODI ,3597,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Melbourne,02/14/15,ODI ,3600,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Wellington,02/20/15,ODI ,3607,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Scotland,Christchurch,02/23/15,ODI ,3611,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Wellington,03/01/15,ODI ,3619,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Bangladesh,Adelaide,03/09/15,ODI ,3630,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Afghanistan,Sydney,03/13/15,ODI ,3635,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Birmingham,06/09/15,ODI ,3654,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,The Oval,06/12/15,ODI ,3655,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Southampton,06/14/15,ODI ,3656,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Nottingham,06/17/15,ODI ,3657,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Chester0le0Street,06/20/15,ODI ,3659,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Southampton,09/03/15,ODI ,3680,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Lord's,09/05/15,ODI ,3681,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Manchester,09/08/15,ODI ,3682,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Leeds,09/11/15,ODI ,3683,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Manchester,09/13/15,ODI ,3684,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Abu Dhabi,11/11/15,ODI ,3707,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Abu Dhabi,11/13/15,ODI ,3708,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Sharjah,11/17/15,ODI ,3710,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Dubai (DSC),11/20/15,ODI ,3712,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Bloemfontein,02/03/16,ODI ,3732,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Port Elizabeth,02/06/16,ODI ,3734,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Centurion,02/09/16,ODI ,3736,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Johannesburg,02/12/16,ODI ,3737,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Cape Town,02/14/16,ODI ,3738,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Nottingham,06/21/16,ODI ,3751,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Birmingham,06/24/16,ODI ,3753,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Bristol,06/26/16,ODI ,3755,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,The Oval,06/29/16,ODI ,3757,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Cardiff,07/02/16,ODI ,3758,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Southampton,08/24/16,ODI ,3770,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Lord's,08/27/16,ODI ,3771,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Nottingham,08/30/16,ODI ,3773,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Leeds,09/01/16,ODI ,3775,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Cardiff,09/04/16,ODI ,3777,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Pune,01/15/17,ODI ,3819,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Cuttack,01/19/17,ODI ,3821,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Kolkata,01/22/17,ODI ,3824,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,North Sound,03/03/17,ODI ,3845,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,North Sound,03/05/17,ODI ,3848,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Bridgetown,03/09/17,ODI ,3849,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Ireland,Bristol,05/05/17,ODI ,3864,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Ireland,Lord's,05/07/17,ODI ,3865,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Leeds,05/24/17,ODI ,3872,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Southampton,05/27/17,ODI ,3873,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,South Africa,Lord's,05/29/17,ODI ,3874,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Bangladesh,The Oval,06/01/17,ODI ,3875,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Cardiff,06/06/17,ODI ,3880,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Birmingham,06/10/17,ODI ,3885,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Cardiff,06/14/17,ODI ,3889,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Manchester,09/19/17,ODI ,3911,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Nottingham,09/21/17,ODI ,3913,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Bristol,09/24/17,ODI ,3915,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,The Oval,09/27/17,ODI ,3916,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Southampton,09/29/17,ODI ,3918,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Melbourne,01/14/18,ODI ,3951,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Brisbane,01/19/18,ODI ,3958,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Sydney,01/21/18,ODI ,3960,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Adelaide,01/26/18,ODI ,3966,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Perth,01/28/18,ODI ,3968,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Hamilton,02/25/18,ODI ,3980,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Mount Maunganui,02/28/18,ODI ,3981,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Wellington,03/03/18,ODI ,3982,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Dunedin,03/07/18,ODI ,3989,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,New Zealand,Christchurch,03/10/18,ODI ,3992,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Scotland,Edinburgh,06/10/18,ODI ,4008,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,The Oval,06/13/18,ODI ,4009,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Nottingham,06/19/18,ODI ,4011,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Chester0le0Street,06/21/18,ODI ,4012,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Australia,Manchester,06/24/18,ODI ,4013,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Nottingham,07/12/18,ODI ,4014,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Lord's,07/14/18,ODI ,4016,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,India,Leeds,07/17/18,ODI ,4018,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dambulla,10/10/18,ODI ,4052,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dambulla,10/13/18,ODI ,4053,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Pallekele,10/17/18,ODI ,4054,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Pallekele,10/20/18,ODI ,4055,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Bridgetown,02/20/19,ODI ,4096,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Bridgetown,02/22/19,ODI ,4097,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,St George's,02/25/19,ODI ,4098,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,St George's,02/27/19,ODI ,4099,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,West Indies,Gros Islet,03/02/19,ODI ,4103,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/03/19,ODI ,4127,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,The Oval,05/08/19,ODI ,4130,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Southampton,05/11/19,ODI ,4133,Eoin Morgan ,24598
0,0,0,0,0.00,0.00,0.00,Pakistan,Bristol,05/14/19,ODI ,4135,Eoin Morgan ,24598
9,0,56,0,6.22,0.00,0.00,West Indies,Dublin (Malahide),05/13/19,ODI ,4134,Abu Jayed,410763
9,0,58,5,6.44,11.60,10.80,Ireland,Dublin,05/15/19,ODI ,4136,Abu Jayed,410763
9,1,50,5,5.35,10.00,11.20,India,Dhaka,06/18/15,ODI ,3658,Mustafizur Rahman,330902
10,0,43,6,4.30,7.16,10.00,India,Dhaka,06/21/15,ODI ,3660,Mustafizur Rahman,330902
10,0,57,2,5.70,28.50,30.00,India,Dhaka,06/24/15,ODI ,3661,Mustafizur Rahman,330902
6,2,15,0,2.50,0.00,0.00,South Africa,Dhaka,07/10/15,ODI ,3663,Mustafizur Rahman,330902
10,1,38,3,3.80,12.66,20.00,South Africa,Dhaka,07/12/15,ODI ,3666,Mustafizur Rahman,330902
8,0,24,2,3.00,12.00,24.00,South Africa,Chattogram,07/15/15,ODI ,3668,Mustafizur Rahman,330902
6,0,27,0,4.50,0.00,0.00,Zimbabwe,Dhaka,11/07/15,ODI ,3703,Mustafizur Rahman,330902
8,0,33,3,4.12,11.00,16.00,Zimbabwe,Dhaka,11/09/15,ODI ,3705,Mustafizur Rahman,330902
8,0,34,5,4.25,6.80,9.60,Zimbabwe,Dhaka,11/11/15,ODI ,3706,Mustafizur Rahman,330902
10,0,62,2,6.20,31.00,30.00,New Zealand,Christchurch,12/26/16,ODI ,3814,Mustafizur Rahman,330902
9,2,32,2,3.42,16.00,28.00,New Zealand,Nelson,12/31/16,ODI ,3816,Mustafizur Rahman,330902
8,0,56,3,6.85,18.66,16.30,Sri Lanka,Dambulla,03/25/17,ODI ,3855,Mustafizur Rahman,330902
8,0,60,1,7.50,60.00,48.00,Sri Lanka,Dambulla,03/28/17,ODI ,3856,Mustafizur Rahman,330902
10,0,55,2,5.50,27.50,30.00,Sri Lanka,Colombo (SSC),04/01/17,ODI ,3858,Mustafizur Rahman,330902
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/12/17,ODI ,3866,Mustafizur Rahman,330902
9,1,33,2,3.66,16.50,27.00,New Zealand,Dublin,05/17/17,ODI ,3868,Mustafizur Rahman,330902
9,2,23,4,2.55,5.75,13.50,Ireland,Dublin (Malahide),05/19/17,ODI ,3869,Mustafizur Rahman,330902
10,0,46,1,4.60,46.00,60.00,New Zealand,Dublin,05/24/17,ODI ,3871,Mustafizur Rahman,330902
9,0,51,0,5.66,0.00,0.00,England,The Oval,06/01/17,ODI ,3875,Mustafizur Rahman,330902
5,0,27,0,5.40,0.00,0.00,Australia,The Oval,06/05/17,ODI ,3879,Mustafizur Rahman,330902
9,0,52,1,5.77,52.00,54.00,New Zealand,Cardiff,06/09/17,ODI ,3883,Mustafizur Rahman,330902
6,0,53,0,8.83,0.00,0.00,India,Birmingham,06/15/17,ODI ,3891,Mustafizur Rahman,330902
10,1,29,2,2.90,14.50,30.00,Zimbabwe,Dhaka,01/15/18,ODI ,3952,Mustafizur Rahman,330902
5,0,20,1,4.00,20.00,30.00,Sri Lanka,Dhaka,01/19/18,ODI ,3959,Mustafizur Rahman,330902
6,3,16,2,2.46,8.00,19.50,Zimbabwe,Dhaka,01/23/18,ODI ,3964,Mustafizur Rahman,330902
2,0,14,0,7.63,0.00,0.00,Sri Lanka,Dhaka,01/25/18,ODI ,3965,Mustafizur Rahman,330902
10,0,29,2,2.90,14.50,30.00,Sri Lanka,Dhaka,01/27/18,ODI ,3967,Mustafizur Rahman,330902
8,0,35,2,4.37,17.50,24.00,West Indies,Providence,07/22/18,ODI ,4022,Mustafizur Rahman,330902
8,0,44,2,5.17,22.00,25.50,West Indies,Providence,07/25/18,ODI ,4023,Mustafizur Rahman,330902
10,0,63,1,6.30,63.00,60.00,West Indies,Basseterre,07/28/18,ODI ,4024,Mustafizur Rahman,330902
6,0,20,2,3.33,10.00,18.00,Sri Lanka,Dubai (DSC),09/15/18,ODI ,4036,Mustafizur Rahman,330902
7,0,40,0,5.71,0.00,0.00,India,Dubai (DSC),09/21/18,ODI ,4042,Mustafizur Rahman,330902
9,1,44,2,4.88,22.00,27.00,Afghanistan,Abu Dhabi,09/23/18,ODI ,4045,Mustafizur Rahman,330902
10,2,43,4,4.30,10.75,15.00,Pakistan,Abu Dhabi,09/26/18,ODI ,4047,Mustafizur Rahman,330902
10,0,38,2,3.80,19.00,30.00,India,Dubai (DSC),09/28/18,ODI ,4048,Mustafizur Rahman,330902
8,1,29,1,3.62,29.00,48.00,Zimbabwe,Dhaka,10/21/18,ODI ,4057,Mustafizur Rahman,330902
10,0,35,1,3.50,35.00,60.00,Zimbabwe,Chattogram,10/24/18,ODI ,4060,Mustafizur Rahman,330902
10,0,35,3,3.50,11.66,20.00,West Indies,Dhaka,12/09/18,ODI ,4071,Mustafizur Rahman,330902
10,1,63,2,6.30,31.50,30.00,West Indies,Dhaka,12/11/18,ODI ,4072,Mustafizur Rahman,330902
10,1,33,0,3.30,0.00,0.00,West Indies,Sylhet,12/14/18,ODI ,4073,Mustafizur Rahman,330902
8,0,36,0,4.50,0.00,0.00,New Zealand,Napier,02/13/19,ODI ,4093,Mustafizur Rahman,330902
9,0,42,2,4.66,21.00,27.00,New Zealand,Christchurch,02/16/19,ODI ,4094,Mustafizur Rahman,330902
10,0,93,2,9.30,46.50,30.00,New Zealand,Dunedin,02/20/19,ODI ,4095,Mustafizur Rahman,330902
10,0,84,2,8.40,42.00,30.00,West Indies,Dublin,05/07/19,ODI ,4129,Mustafizur Rahman,330902
9,1,43,4,4.77,10.75,13.50,West Indies,Dublin (Malahide),05/13/19,ODI ,4134,Mustafizur Rahman,330902
5,0,50,0,10.00,0.00,0.00,West Indies,Dublin (Malahide),05/17/19,ODI ,4137,Mustafizur Rahman,330902
10,1,30,2,3.00,15.00,30.00,Afghanistan,Dhaka,09/28/16,ODI ,3783,Mosaddek Hossain,550133
1,0,5,1,5.00,5.00,6.00,Afghanistan,Dhaka,10/01/16,ODI ,3786,Mosaddek Hossain,550133
9,0,50,0,5.55,0.00,0.00,England,Dhaka,10/07/16,ODI ,3791,Mosaddek Hossain,550133
1,0,5,1,5.00,5.00,6.00,England,Dhaka,10/09/16,ODI ,3793,Mosaddek Hossain,550133
4,0,22,1,5.50,22.00,24.00,England,Chattogram,10/12/16,ODI ,3794,Mosaddek Hossain,550133
7,0,40,0,5.71,0.00,0.00,New Zealand,Christchurch,12/26/16,ODI ,3814,Mosaddek Hossain,550133
2,0,12,1,6.00,12.00,12.00,New Zealand,Nelson,12/29/16,ODI ,3815,Mosaddek Hossain,550133
4,0,26,0,6.50,0.00,0.00,New Zealand,Nelson,12/31/16,ODI ,3816,Mosaddek Hossain,550133
3,0,21,0,7.00,0.00,0.00,Sri Lanka,Dambulla,03/25/17,ODI ,3855,Mosaddek Hossain,550133
3,0,26,0,8.66,0.00,0.00,Sri Lanka,Dambulla,03/28/17,ODI ,3856,Mosaddek Hossain,550133
3,0,13,0,4.33,0.00,0.00,Sri Lanka,Colombo (SSC),04/01/17,ODI ,3858,Mosaddek Hossain,550133
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/12/17,ODI ,3866,Mosaddek Hossain,550133
3,0,7,0,2.33,0.00,0.00,New Zealand,Dublin,05/17/17,ODI ,3868,Mosaddek Hossain,550133
6,0,21,1,3.50,21.00,36.00,Ireland,Dublin (Malahide),05/19/17,ODI ,3869,Mosaddek Hossain,550133
3,0,14,0,4.66,0.00,0.00,New Zealand,Dublin,05/24/17,ODI ,3871,Mosaddek Hossain,550133
7,0,47,0,6.40,0.00,0.00,England,The Oval,06/01/17,ODI ,3875,Mosaddek Hossain,550133
3,0,13,3,4.33,4.33,6.00,New Zealand,Cardiff,06/09/17,ODI ,3883,Mosaddek Hossain,550133
2,0,13,0,6.50,0.00,0.00,India,Birmingham,06/15/17,ODI ,3891,Mosaddek Hossain,550133
7,0,22,0,3.14,0.00,0.00,West Indies,Providence,07/22/18,ODI ,4022,Mosaddek Hossain,550133
4,0,31,0,7.75,0.00,0.00,West Indies,Providence,07/25/18,ODI ,4023,Mosaddek Hossain,550133
1,0,10,0,10.00,0.00,0.00,West Indies,Basseterre,07/28/18,ODI ,4024,Mosaddek Hossain,550133
3,0,8,1,2.66,8.00,18.00,Sri Lanka,Dubai (DSC),09/15/18,ODI ,4036,Mosaddek Hossain,550133
4,0,18,0,4.50,0.00,0.00,Afghanistan,Abu Dhabi,09/20/18,ODI ,4041,Mosaddek Hossain,550133
0,0,0,0,0.00,0.00,0.00,India,Dubai (DSC),09/21/18,ODI ,4042,Mosaddek Hossain,550133
8,0,32,0,4.00,0.00,0.00,Ireland,Dublin,05/15/19,ODI ,4136,Mosaddek Hossain,550133
2,0,9,0,4.50,0.00,0.00,West Indies,Dublin (Malahide),05/17/19,ODI ,4137,Mosaddek Hossain,550133
5,0,46,0,9.20,0.00,0.00,South Africa,Kimberley,10/15/17,ODI ,3923,Mohammad Saifuddin,629070
2,0,14,0,7.00,0.00,0.00,Sri Lanka,Dhaka,01/19/18,ODI ,3959,Mohammad Saifuddin,629070
4,0,15,1,3.75,15.00,24.00,Sri Lanka,Dhaka,01/27/18,ODI ,3967,Mohammad Saifuddin,629070
7,1,29,0,4.14,0.00,0.00,Zimbabwe,Dhaka,10/21/18,ODI ,4057,Mohammad Saifuddin,629070
10,1,45,3,4.50,15.00,20.00,Zimbabwe,Chattogram,10/24/18,ODI ,4060,Mohammad Saifuddin,629070
10,2,51,1,5.10,51.00,60.00,Zimbabwe,Chattogram,10/26/18,ODI ,4061,Mohammad Saifuddin,629070
9,0,38,1,4.22,38.00,54.00,West Indies,Sylhet,12/14/18,ODI ,4073,Mohammad Saifuddin,629070
7,0,43,0,6.14,0.00,0.00,New Zealand,Napier,02/13/19,ODI ,4093,Mohammad Saifuddin,629070
6,0,44,0,7.33,0.00,0.00,New Zealand,Christchurch,02/16/19,ODI ,4094,Mohammad Saifuddin,629070
10,0,48,1,4.80,48.00,60.00,New Zealand,Dunedin,02/20/19,ODI ,4095,Mohammad Saifuddin,629070
10,1,47,2,4.70,23.50,30.00,West Indies,Dublin,05/07/19,ODI ,4129,Mohammad Saifuddin,629070
9,0,43,2,4.77,21.50,27.00,Ireland,Dublin,05/15/19,ODI ,4136,Mohammad Saifuddin,629070
5,0,29,0,5.80,0.00,0.00,West Indies,Dublin (Malahide),05/17/19,ODI ,4137,Mohammad Saifuddin,629070
5,0,33,4,6.00,8.25,8.20,Sri Lanka,Dhaka,01/14/09,ODI ,2793,Rubel Hossain,300619
9,2,52,0,5.77,0.00,0.00,Sri Lanka,Dhaka,01/16/09,ODI ,2794,Rubel Hossain,300619
8,1,20,1,2.50,20.00,48.00,Zimbabwe,Dhaka,01/19/09,ODI ,2797,Rubel Hossain,300619
8,2,29,2,3.62,14.50,24.00,Zimbabwe,Dhaka,01/21/09,ODI ,2799,Rubel Hossain,300619
3,0,17,1,5.66,17.00,18.00,Zimbabwe,Dhaka,01/23/09,ODI ,2801,Rubel Hossain,300619
4,0,28,1,7.00,28.00,24.00,West Indies,Roseau,07/26/09,ODI ,2862,Rubel Hossain,300619
5,0,38,0,7.60,0.00,0.00,West Indies,Roseau,07/28/09,ODI ,2863,Rubel Hossain,300619
8,0,59,1,7.37,59.00,48.00,Zimbabwe,Dhaka,10/27/09,ODI ,2914,Rubel Hossain,300619
7,0,47,1,6.71,47.00,42.00,Sri Lanka,Dhaka,01/04/10,ODI ,2937,Rubel Hossain,300619
9,0,60,1,6.66,60.00,54.00,India,Dhaka,01/07/10,ODI ,2939,Rubel Hossain,300619
8,0,59,0,7.37,0.00,0.00,Sri Lanka,Dhaka,01/08/10,ODI ,2940,Rubel Hossain,300619
9,0,68,2,7.15,34.00,28.50,New Zealand,Dunedin,02/08/10,ODI ,2951,Rubel Hossain,300619
10,0,55,1,5.50,55.00,60.00,New Zealand,Christchurch,02/11/10,ODI ,2953,Rubel Hossain,300619
6,0,30,0,5.00,0.00,0.00,England,Dhaka,03/02/10,ODI ,2965,Rubel Hossain,300619
